Username,Tweet,Sentimen
bang mara 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,semoga ppkm darurat ini tidak diperpanjang kita bisa melawan covid hanya dengan kepatuhan akan prokes jika kita tidak patuh maka virus ini semakin gila bahkan lebih gila dari odgj dan jangan pernah termakan berita2 bohong disebarkan oleh kemunafikan ikuti arahan pemerintah https 3cy1phuo4m, positif
heta news,perintah perpanjangan ppkm darurat medan kemungkinan keluar pekan depan https bkkiamasvi, netral
aldi djayadireja,kekecewaan fans berat bapak semoga imun tubuh kita selalu terjaga dan meningkat sehat selama ppkm darurat ini kebijakan pemerintah dirasakan dampak langsungnya oleh seluruh rakyat indonesia https r8uncozol3 https refyyttb9t, positif
eka indriyani, tahun 2021 panduan selama ppkm darurat semoga bermanfaat khususnya jawa dan bali bimasislam https hgu7dk00aa, netral
mansur,ini benar adanya hentikan ppkm darurat tanpa adanya jaminan kebutuhan hidup bagi masyarakat ekonominya sulit jokowi https wwoz10ai0x, negatif
antara jatim,menko luhut binsar pandjaitan mengatakan pemerintah akan memberikan bansos tambahan senilai rp39 triliun untuk mengurangi beban masyarakat karena kebijakan ppkm darurat https gj4uk6sbao, positif
ً,pakar usul ppkm darurat diperpanjangan sampai noragami dapet season, negatif
m. firdaus arma handaka, herman andreaas bgst jangan dong masa selamanya ppkm darurat, negatif
erna sitompul,bertumbangan pengusaha memberi sinyal phk massal tutup total wacana perpanjangan ppkm darurat membuat pengusaha ketar ketir dan penuh ketidakpastian pengusaha harus mengeluarkan biaya ops sedangkan pemasukan tidak ada terutama sektor non esensial https nwp222kzxo, negatif
jufrilaw, jokowi pak jokowi sebagai presiden bapak perintahkan perbanyak tempat2 vaksin bantuan sosial buat warga terdampak disegerakan dan hal ini harusnya sdh dilakukan sebelum berlakukan ppkm darurat kami sebagai rakyat pasti dukung, positif
harian jogja, film komedi yang cocok jadi teman isoman selama ppkm darurat https v3ic9eurhj beritajogja jogja jogjaistimewa https bfuauhey1e, netral
kim jong-di,covid survivor tugasnya jalan jalan disaat ppkm darurat, negatif
hmmurahmurahhm,perang covid19 ppkm darurat cuma solo https bqytcvi8hy, negatif
